group                     , ID                             , data  , S   , X  , Y  , Icon, LBL, vani, hidden, order, en                             , ru
vs2-fa                    , down                           , \uF309,     ,    ,    ,     ,    ,     , Y     ,      , Signal Down                    , Сигнал Низ
vs2-fa                    , planet                         , \uF0AC,     ,    ,    ,     ,    ,     ,       ,      , Signal Planet                  , Сигнал Планета
vs2-fa                    , location                       , \uF3C5,     ,    ,    ,     ,    ,     , Y     ,      , Signal Location                , Сигнал Локация
vs2-fa                    , plug                           , \uF1E6,     ,    ,    ,     ,    ,     ,       ,      , Signal Plug                    , Сигнал Подключить
vs2-fa                    , power_exc                      , \uE55D,     ,    ,    ,     ,    ,     ,       ,      , Signal Power Warning           , Сигнал Питание Проблема
vs2-fa                    , power_ok                       , \uE55C,     ,    ,    ,     ,    ,     ,       ,      , Signal Power OK                , Сигнал Питание OK
vs2-fa                    , power_bolt                     , \uE55B,     ,    ,    ,     ,    ,     ,       ,      , Signal Power Bolt              , Сигнал Питание Молния
vs2-fa                    , wireless                       , \uF1EB,     ,    ,    ,     ,    ,     ,       ,      , Signal Wireless                , Сигнал Беспроводной
vs2-fa                    , signal                         , \uF012,     ,    ,    ,     ,    ,     ,       ,      , Signal Network Signal          , Сигнал Сетевой сигнал
vs2-fa                    , broadcast                      , \uF519,     ,    ,    ,     ,    ,     ,       ,      , Signal Broadcast               , Сигнал Широковещание
vs2-fa                    , satellite                      , \uF7C0,     ,    ,    ,     ,    ,     ,       ,      , Signal Satellite               , Сигнал Спутник
vs2-fa                    , satellite2                     , \uF7BF,     ,    ,    ,     ,    ,     ,       ,      , Signal Satellite 2             , Сигнал Спутник 2
vs2-fa                    , micro                          , \uF2DB,     ,    ,    ,     ,    ,     ,       ,      , Signal Microchip               , Сигнал Микрочип
vs2-fa                    , liquid                         , \uF043,     ,    ,    ,     ,    ,     ,       ,      , Signal Liquid                  , Сигнал Жидкость
vs2-fa                    , not_liquid                     , \uF5C7,     ,    ,    ,     ,    ,     ,       ,      , Signal Not Liquid              , Сигнал Не жидкость
vs2-fa                    , env_bolt                       , \uF0E7,     ,    ,    ,     ,    ,     , Y     ,      , Signal Bolt                    , Сигнал Молния
vs2-fa                    , env_fire                       , \uF06D,     ,    ,    ,     ,    ,     , Y     ,      , Signal Hot                     , Сигнал Горячо
vs2-fa                    , env_cold                       , \uF2DC,     ,    ,    ,     ,    ,     , Y     ,      , Signal Cold                    , Сигнал Холодно
vs2-fa                    , env_moon                       , \u23FE,     ,    ,    ,     ,    ,     , Y     ,      , Signal Moon                    , Сигнал Луна
vs2-fa                    , env_sun                        , \uF185,     ,    ,    ,     ,    ,     , Y     ,      , Signal Sun                     , Сигнал Солнце
vs2-fa                    , env_water                      , \uF773,     ,    ,    ,     ,    ,     ,       ,      , Signal Water                   , Сигнал Вода
vs2-fa                    , env_leaf                       , \uF06C,     ,    ,    ,     ,    ,     ,       ,      , Signal Leaf                    , Сигнал Листья
vs2-fa                    , env_wind                       , \uF72E,     ,    ,    ,     ,    ,     ,       ,      , Signal Wind                    , Сигнал Ветер
vs2-fa                    , env_explosion                  , \uE4E9,     ,    ,    ,     ,    ,     , Y     ,      , Signal Explosion               , Сигнал Взрыв
vs2-fa                    , env_atom                       , \uF5D2,     ,    ,    ,     ,    ,     ,       ,      , Signal Atom                    , Сигнал Атом
vs2-fa                    , env_solar                      , \uF5BA,     ,    ,    ,     ,    ,     ,       ,      , Signal Solar                   , Сигнал Солнечный
vs2-fa                    , env_tree                       , \uF1BB,     ,    ,    ,     ,    ,     ,       ,      , Signal Tree                    , Сигнал Дерево
vs2-fa                    , science                        , \uF0C3,     ,    ,    ,     ,    ,     , Y     ,      , Signal Science                 , Сигнал Наука
vs2-fa                    , microscope                     , \uF610,     ,    ,    ,     ,    ,     ,       ,      , Signal Microscope              , Сигнал Микроскоп
vs2-fa                    , dna                            , \uF471,     ,    ,    ,     ,    ,     ,       ,      , Signal DNA                     , Сигнал ДНК
vs2-fa                    , wrigglers                      , \uF717,     ,    ,    ,     ,    ,     ,       ,      , Signal Wrigglers               , Сигнал Пауки
vs2-fa                    , biters                         , \uE4D0,     ,    ,    ,     ,    ,     ,       ,      , Signal Biters                  , Сигнал Кусаки
vs2-fa                    , bug                            , \uF188,     ,    ,    ,     ,    ,     ,       ,      , Signal Bug                     , Сигнал Кусакa
vs2-fa                    , bug_no                         , \uE490,     ,    ,    ,     ,    ,     ,       ,      , Signal No Bug                  , Сигнал нет кусак
vs2-fa                    , bacterium                      , \uE05A,     ,    ,    ,     ,    ,     ,       ,      , Signal Bacterium               , Сигнал Бактерия
vs2-fa                    , worm                           , \uE599,     ,    ,    ,     ,    ,     ,       ,      , Signal Worm                    , Сигнал Червь
vs2-fa                    , arrow_right_from_bracket       , \uF08B,     ,    ,    ,     ,    ,     , Y     ,      , Signal Arrow Right From Bracket, Сигнал Стрелка Вправо Из Скобки
vs2-fa                    , arrow_right_to_bracket         , \uF090,     ,    ,    ,     ,    ,     , Y     ,      , Signal Arrow Right To Bracket  , Сигнал Стрелка Вправо В Скобку
vs2-fa                    , caret_left                     , \uF0D9,     ,    ,    ,     ,    ,     ,       ,      , Signal Caret Left              , Сигнал Каретка Влево
vs2-fa                    , caret_right                    , \uF0DA,     ,    ,    ,     ,    ,     ,       ,      , Signal Caret Right             , Сигнал Каретка Вправо
vs2-fa                    , rotate_left                    , \uF2EA,     ,    ,    ,     ,    ,     , Y     ,      , Signal Rotate Left             , Сигнал Поворот Влево
vs2-fa                    , rotate                         , \uF2F1,     ,    ,    ,     ,    ,     ,       ,      , Signal Rotate                  , Сигнал Поворот
vs2-fa                    , rotate_right                   , \uF2F9,     ,    ,    ,     ,    ,     , Y     ,      , Signal Rotate Right            , Сигнал Поворот Вправо
vs2-fa                    , recycle                        , \u2672,     ,    ,    ,     ,    ,     , Y     ,      , Signal Recycle                 , Сигнал Переработка
vs2-fa                    , shuffle                        , \uF074,     ,    ,    ,     ,    ,     , Y     ,      , Signal Shuffle                 , Сигнал Перемешивание
vs2-fa                    , arrow-up-down                  , \uF07D,     ,    ,    ,     ,    ,     , Y     ,      , Signal Height                  , Сигнал Высота
vs2-fa                    , arrow-left-right               , \uF07E,     ,    ,    ,     ,    ,     , Y     ,      , Signal Width                   , Сигнал Ширина
vs2-fa                    , thermometer                    , \uF2C7, 1.15,    ,    ,     ,    ,     , Y     ,      , Signal Temperature             , Сигнал Температура
vs2-fa                    , weight                         , \uF5CD,     ,    ,    ,     ,    ,     ,       ,      , Signal Weight                  , Сигнал Вес
vs2-fa                    , motor                          ,       ,     ,    ,    ,     ,    ,     ,       ,      , Signal Pump                    , Сигнал Насос
vs2-fa                    , battery_empty                  , \uF244, 1.3 ,    ,    ,     ,    ,     , Y     ,      , Signal Battery Empty           , Сигнал Пустая Батарея
vs2-fa                    , battery_quarter                , \uF243, 1.3 ,    ,    ,     ,    ,     , Y     ,      , Signal Battery Quarter         , Сигнал Четверть Батареи
vs2-fa                    , battery_half                   , \uF242, 1.3 ,    ,    ,     ,    ,     , Y     ,      , Signal Battery Half            , Сигнал Половина Батареи
vs2-fa                    , battery_three_quarters         , \uF241, 1.3 ,    ,    ,     ,    ,     , Y     ,      , Signal Battery Three Quarters  , Сигнал Батарея Три Четверти
vs2-fa                    , battery_full                   , \uF240, 1.3 ,    ,    ,     ,    ,     , Y     ,      , Signal Battery Full            , Сигнал Полная Батарея
vs2-fa                    , warning                        , \u26A0,     ,    ,    ,     ,    ,     , Y     ,      , Signal Warning                 , Сигнал Предупреждение
vs2-fa                    , radioactive                    , \u2622,     ,    ,    ,     ,    ,     , Y     ,      , Signal Radioactive             , Сигнал Радиоактивный
vs2-fa                    , biohazard                      , \u2623,     ,    ,    ,     ,    ,     ,       ,      , Signal Biohazard               , Сигнал Биоопасность
vs2-fa                    , skull                          , \u2620,     ,    ,    ,     ,    ,     , Y     ,      , Signal Skull and Crossbones    , Сигнал Череп и кости
vs2-fa                    , package                        , \uF466,     ,    ,    ,     ,    ,     ,       ,      , Signal Package                 , Сигнал Пакет

vs2-fa                    , circles-overlap-3              , \ue6a1,     ,    ,    ,     ,    ,     ,       ,      , Signal Circles Overlap 3       , Сигнал Три пересекающихся круга 
vs2-fa                    , user-astronaut                 , \uf4fb,     ,    ,    ,     ,    ,     ,       ,      , Signal Astronaut               , Сигнал Астронавт
vs2-fa                    , pump-impeller                  , \ue835,     ,    ,    ,     ,    ,     ,       ,      , Signal Pump Impeller           , Сигнал Насосное колесо (Pro)
vs2-fa                    , spiral                         , \ue80a,     ,    ,    ,     ,    ,     ,       ,      , Signal Spiral                  , Сигнал Спираль
vs2-fa                    , volume-xmark                   , \uf6a9,     ,    ,    ,     ,    ,     ,       ,      , Signal Volume Unavailable      , Сигнал Звук недоступен 
vs2-fa                    , volume-off                     , \uf026,     ,    ,    ,     ,    ,     ,       ,      , Signal Volume Off              , Сигнал Звук выключен
vs2-fa                    , volume-low                     , \uf027,     ,    ,    ,     ,    ,     ,       ,      , Signal Volume Low              , Сигнал Низкий уровень звука
vs2-fa                    , volume                         , \uf6a8,     ,    ,    ,     ,    ,     ,       ,      , Signal Volume                  , Сигнал Звук
vs2-fa                    , volume-high                    , \uf028,     ,    ,    ,     ,    ,     ,       ,      , Signal Volume High             , Сигнал Высокий уровень звука
vs2-fa                    , triangle                       , \uf2ec,     ,    ,    ,     ,    ,     ,       ,      , Signal Triangle                , Сигнал Треугольник
vs2-fa                    , square                         , \uf0c8,     ,    ,    ,     ,    ,     ,       ,      , Signal Square                  , Сигнал Квадрат
vs2-fa                    , pentagon                       , \ue790,     ,    ,    ,     ,    ,     ,       ,      , Signal Pentagon                , Сигнал Пятиугольник
vs2-fa                    , hexagon                        , \uf312,     ,    ,    ,     ,    ,     ,       ,      , Signal Hexagon                 , Сигнал Шестиугольник
vs2-fa                    , septagon                       , \ue820,     ,    ,    ,     ,    ,     ,       ,      , Signal Septagon                , Сигнал Семьугольник
vs2-fa                    , octagon                        , \uf306,     ,    ,    ,     ,    ,     ,       ,      , Signal Octagon                 , Сигнал Восьмиугольник
vs2-fa                    , circle                         , \uf111,     ,    ,    ,     ,    ,     ,       ,      , Signal Circle                  , Сигнал Круг

vs2-registers             , led0                           , L0    , 1.75,    , -20,     ,    ,     ,       ,      , Signal L0                      , Сигнал L0
vs2-registers             , led1                           , L1    , 1.75,    , -20,     ,    ,     ,       ,      , Signal L1                      , Сигнал L1
vs2-registers             , led2                           , L2    , 1.75,    , -20,     ,    ,     ,       ,      , Signal L2                      , Сигнал L2
vs2-registers             , led3                           , L3    , 1.75,    , -20,     ,    ,     ,       ,      , Signal L3                      , Сигнал L3
vs2-registers             , led4                           , L4    , 1.75,    , -20,     ,    ,     ,       ,      , Signal L4                      , Сигнал L4
vs2-registers             , led5                           , L5    , 1.75,    , -20,     ,    ,     ,       ,      , Signal L5                      , Сигнал L5
vs2-registers             , led6                           , L6    , 1.75,    , -20,     ,    ,     ,       ,      , Signal L6                      , Сигнал L6
vs2-registers             , led7                           , L7    , 1.75,    , -20,     ,    ,     ,       ,      , Signal L7                      , Сигнал L7
vs2-registers             , led8                           , L8    , 1.75,    , -20,     ,    ,     ,       ,      , Signal L8                      , Сигнал L8
vs2-registers             , led9                           , L9    , 1.75,    , -20,     ,    ,     ,       ,      , Signal L9                      , Сигнал L9
vs2-registers             , reg0                           , R0    , 1.75,    , -20,     ,    ,     ,       ,      , Signal R0                      , Сигнал R0
vs2-registers             , reg1                           , R1    , 1.75,    , -20,     ,    ,     ,       ,      , Signal R1                      , Сигнал R1
vs2-registers             , reg2                           , R2    , 1.75,    , -20,     ,    ,     ,       ,      , Signal R2                      , Сигнал R2
vs2-registers             , reg3                           , R3    , 1.75,    , -20,     ,    ,     ,       ,      , Signal R3                      , Сигнал R3
vs2-registers             , reg4                           , R4    , 1.75,    , -20,     ,    ,     ,       ,      , Signal R4                      , Сигнал R4
vs2-registers             , reg5                           , R5    , 1.75,    , -20,     ,    ,     ,       ,      , Signal R5                      , Сигнал R5
vs2-registers             , reg6                           , R6    , 1.75,    , -20,     ,    ,     ,       ,      , Signal R6                      , Сигнал R6
vs2-registers             , reg7                           , R7    , 1.75,    , -20,     ,    ,     ,       ,      , Signal R7                      , Сигнал R7
vs2-registers             , reg8                           , R8    , 1.75,    , -20,     ,    ,     ,       ,      , Signal R8                      , Сигнал R8
vs2-registers             , reg9                           , R9    , 1.75,    , -20,     ,    ,     ,       ,      , Signal R9                      , Сигнал R9
